,Name,Finished,Multiple,Phone pickups,Screen time,Date,Drink,Meditation,Mentality,Satisfaction,Reading,Productivity,Rise time,Run,Social,Tech,Total,Tot To-do,Work done %,Key_words
341,Jeremy 김치찌개,8,2.0,82,102,2021-10-23,1.0,10.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.5681,14,0.189,0
342,Study day,15,4.0,96,133,2021-10-24,0.0,14.0,0.0,0.0,26.0,0.0,117.0,0.0,0.0,0.0,0.7948,16,0.309,0
343,Full Schedule,20,5.0,145,144,2021-10-25,0.0,16.0,0.0,0.0,25.0,0.0,30.0,0.0,0.0,0.0,0.8514,21,0.314,0
344,90+,15,4.0,113,98,2021-10-26,0.0,16.0,0.0,0.0,38.0,0.0,-122.0,0.0,0.0,0.0,0.9059,18,0.275,0
345,Keep it up,15,4.0,117,180,2021-10-27,0.0,17.0,0.0,0.0,33.0,0.0,-120.0,0.0,0.0,0.0,0.896,17,0.291,0
346,Lose Day,11,2.0,100,286,2021-10-28,0.0,11.0,0.0,0.0,13.0,0.0,-81.0,0.0,0.0,0.0,0.723,14,0.259,0
347,Poker night ,13,3.0,110,241,2021-10-29,1.0,15.0,0.0,0.0,18.0,0.0,-119.0,0.0,0.0,0.0,0.8201,14,0.306,0
348,Matrix,2,2.0,64,265,2021-10-30,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.335,14,0.047,0
349,Bounce back,11,4.0,79,183,2021-10-31,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.6246,14,0.259,0
350,Weak,13,4.0,146,127,2021-11-01,0.0,7.0,0.0,0.0,12.0,0.0,75.0,0.0,0.0,0.0,0.7267,15,0.286,0
351,Haircut,12,4.0,134,153,2021-11-02,0.0,9.0,0.0,0.0,0.0,0.0,-30.0,0.0,0.0,0.0,0.7046,13,0.277,0
352,Back at it,16,5.0,119,148,2021-11-03,0.0,8.0,0.0,0.0,0.0,0.0,-30.0,0.0,0.0,0.0,0.7516,17,0.311,0
353,Exam P Prep All day,12,5.0,101,122,2021-11-04,0.0,12.0,0.0,0.0,0.0,0.0,-60.0,0.0,0.0,0.0,0.7633,13,0.277,0
354,Poker Night,12,3.0,149,122,2021-11-05,1.0,10.0,0.0,0.0,0.0,0.0,-60.0,0.0,0.0,0.0,0.6873,14,0.283,0
355,Talk with Imteaz,8,3.0,90,144,2021-11-06,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.652,12,0.2,0
356,Relaxing Sunday,9,4.0,121,151,2021-11-07,0.0,12.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.755,11,0.246,0
357,Winter,12,3.0,110,91,2021-11-08,0.0,10.0,0.0,0.0,11.0,0.0,-40.0,0.0,0.0,0.0,0.7433,16,0.248,0
358,Guided Study with Dr.Tang!,15,5.0,96,120,2021-11-09,0.0,15.0,0.0,0.0,17.0,0.0,-60.0,0.0,0.0,0.0,0.8913,15,0.33,0
359,Tutoring and Exam P ,15,5.0,120,109,2021-11-10,0.0,16.0,0.0,0.0,13.0,0.0,-60.0,0.0,0.0,0.0,0.8463,17,0.291,0
360,Practice Exam 8,15,3.0,94,207,2021-11-11,0.0,17.0,0.0,0.0,13.0,0.0,-60.0,0.0,0.0,0.0,0.8293,16,0.309,0
361,Mike - Huawei,11,3.0,99,278,2021-11-12,0.0,14.0,0.0,0.0,0.0,0.0,-60.0,0.0,0.0,0.0,0.6593,16,0.227,0
362,11 out of 30,14,4.0,47,150,2021-11-13,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.761,16,0.289,0
363,Information Overload,13,4.0,56,196,2021-11-14,0.0,12.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.801,13,0.3,0
364,John Mulaney,14,3.0,121,95,2021-11-15,0.0,16.0,0.0,0.0,14.0,0.0,-35.0,0.0,0.0,0.0,0.8349,15,0.308,0
365,D-2,12,3.0,54,162,2021-11-16,0.0,17.0,0.0,0.0,14.0,0.0,-35.0,0.0,0.0,0.0,0.8389,12,0.3,0
366,D-1,11,4.0,82,132,2021-11-17,0.0,16.0,0.0,0.0,13.0,0.0,-60.0,0.0,0.0,0.0,0.8503,11,0.3,0
367,EXAM P,6,4.0,96,117,2021-11-18,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.742,7,0.257,0
368,Hockey Game,8,4.0,97,189,2021-11-19,0.0,0.0,0.0,0.0,0.0,0.0,-35.0,0.0,0.0,0.0,0.6009,11,0.218,0
369,Break,5,2.0,79,445,2021-11-20,1.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.3746,14,0.118,0
370,Different but equal,8,2.0,60,425,2021-11-21,0.0,11.0,0.0,0.0,30.0,0.0,110.0,0.0,0.0,0.0,0.6111,11,0.218,0
371,Done,11,3.0,106,302,2021-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.575,15,0.242,0
372,Transition from break,13,2.8,132,175,2021-12-01,0.0,10.0,2.0,3.0,0.0,2.0,-30.0,0.0,3.0,4.0,0.6982,15,0.286,0
373,Step by step,13,2.8,124,272,2021-12-02,0.0,10.0,2.0,3.0,15.0,3.0,38.0,0.0,4.0,2.0,0.7399,14,0.306,0
374,Acapella,13,4.2,114,207,2021-12-03,0.0,15.0,4.0,4.0,16.0,4.0,-45.0,0.0,5.0,4.0,0.7674,17,0.252,0
375,Dinner with Jeremy,8,2.6,124,262,2021-12-04,1.0,25.0,2.0,3.0,0.0,2.0,117.0,0.0,4.0,2.0,0.574,14,0.189,0
376,Drain,5,2.2,110,291,2021-12-05,0.0,22.0,3.0,2.0,0.0,1.0,47.0,0.0,3.0,2.0,0.5557,14,0.118,0
377,Call with Kiwook,11,3.6,110,230,2021-12-06,0.0,15.0,3.0,4.0,0.0,3.0,120.0,0.0,5.0,3.0,0.6252,15,0.242,0
378,Tech Overload,13,2.0,92,400,2021-12-07,0.0,15.0,2.0,2.0,13.0,2.0,30.0,0.0,3.0,1.0,0.7294,13,0.3,0
379,Talk with Imteaz,14,3.4,165,115,2021-12-08,0.0,15.0,3.0,3.0,20.0,4.0,-30.0,0.0,3.0,4.0,0.7704,18,0.257,0
380,Actuary day,11,3.8,140,161,2021-12-09,0.0,15.0,3.0,4.0,11.0,4.0,30.0,0.0,4.0,4.0,0.752,14,0.259,0
381,Poker night,12,4.0,132,242,2021-12-10,1.0,15.0,4.0,4.0,10.0,3.0,-36.0,0.0,5.0,4.0,0.7021,16,0.248,0
382,Social,5,3.4,158,295,2021-12-11,1.0,0.0,3.0,3.0,0.0,3.0,48.0,0.0,4.0,4.0,0.3977,13,0.116,0
383,Nothingness,0,1.4,97,367,2021-12-12,0.0,0.0,2.0,1.0,0.0,1.0,174.0,0.0,2.0,1.0,0.1789,12,0.0,0
384,Crypto Investment,3,1.6,102,278,2021-12-13,0.0,0.0,2.0,2.0,0.0,1.0,60.0,0.0,2.0,1.0,0.3779,13,0.069,0
385,Exam P,6,2.0,134,443,2021-12-14,0.0,25.0,2.0,2.0,0.0,2.0,23.0,0.0,3.0,1.0,0.5889,10,0.18,0
386,Breakfast with Friends,8,4.4,84,120,2021-12-15,0.0,0.0,4.0,4.0,0.0,4.0,-18.0,0.0,5.0,5.0,0.6241,11,0.218,0
387,LA II Prep,8,3.4,97,201,2021-12-16,0.0,15.0,3.0,4.0,0.0,4.0,100.0,0.0,3.0,3.0,0.6782,9,0.267,0
388,Call with Tae,12,4.0,133,380,2021-12-17,0.0,25.0,4.0,4.0,0.0,4.0,48.0,0.0,5.0,3.0,0.7069,15,0.264,0
389,Exam prep,7,3.4,88,248,2021-12-18,0.0,0.0,3.0,4.0,0.0,4.0,0.0,0.0,3.0,3.0,0.5488,11,0.191,0
390,Day before finals,9,3.8,105,284,2021-12-19,0.0,15.0,4.0,3.0,0.0,4.0,60.0,0.0,4.0,4.0,0.6613,11,0.246,0
391,Bye Linear Algebra,10,3.6,116,343,2021-12-20,0.0,22.0,4.0,4.0,0.0,4.0,-83.0,0.0,4.0,2.0,0.7475,11,0.273,0
392,Winter Break,8,3.6,107,314,2021-12-21,0.0,0.0,4.0,5.0,0.0,3.0,27.0,0.0,5.0,1.0,0.5503,11,0.218,0
393,Love Hard,2,2.8,77,411,2021-12-22,0.0,0.0,3.0,4.0,0.0,3.0,150.0,0.0,3.0,1.0,0.2975,8,0.075,0
394,Let it snow,3,3.4,69,185,2021-12-23,1.0,0.0,4.0,4.0,0.0,3.0,150.0,0.0,3.0,3.0,0.3757,8,0.113,0
395,Christmas Eve,5,2.6,112,251,2021-12-24,0.0,0.0,3.0,2.0,0.0,3.0,-15.0,0.0,3.0,2.0,0.4891,10,0.15,0
396,Christmas party with Trey,5,3.4,40,180,2021-12-25,1.0,0.0,3.0,3.0,0.0,3.0,70.0,0.0,4.0,4.0,0.4804,11,0.137,0
397,Happy New Year,7,3.4,78,201,2022-01-01,0.0,0.0,3.0,3.0,0.0,3.0,44.0,0.0,4.0,4.0,0.5581,11,0.191,0
398,Getting the engine warmed up,9,4.0,79,128,2022-01-02,0.0,0.0,4.0,4.0,0.0,4.0,71.0,0.0,4.0,4.0,0.588,13,0.208,0
399,Interim Permit,5,2.6,80,308,2022-01-03,1.0,10.0,3.0,3.0,0.0,2.0,120.0,0.0,3.0,2.0,0.4402,11,0.137,0
400,Korean Food with Smith Fam,6,3.0,60,231,2022-01-04,1.0,0.0,2.0,3.0,0.0,3.0,66.0,0.0,4.0,3.0,0.4847,11,0.164,0
401,Social Dillema,0,1.0,26,804,2022-01-05,0.0,0.0,1.0,1.0,0.0,1.0,66.0,0.0,1.0,1.0,0.1857,9,0.0,0
402,Head up,3,3.8,36,70,2022-01-07,0.0,0.0,4.0,4.0,0.0,3.0,300.0,0.0,4.0,4.0,0.1542,11,0.082,0
403,Back to work,8,4.4,56,91,2022-01-08,0.0,15.0,4.0,5.0,0.0,4.0,60.0,0.0,4.0,5.0,0.7595,9,0.267,0
404,Klay is BACK,10,4.0,52,76,2022-01-09,0.0,15.0,4.0,4.0,0.0,4.0,86.0,0.0,3.0,5.0,0.7507,11,0.273,0
405,KNC Lets gooooo,10,3.6,98,84,2022-01-10,1.0,15.0,3.0,4.0,0.0,4.0,-68.0,0.0,3.0,4.0,0.7215,12,0.25,0
406,Bar with the boys,2,2.6,89,149,2022-01-11,1.0,0.0,3.0,2.0,0.0,2.0,140.0,0.0,4.0,2.0,0.3336,9,0.067,0
407,Vagbond,2,1.4,66,273,2022-01-12,1.0,5.0,1.0,1.0,0.0,1.0,179.0,0.0,3.0,1.0,0.2609,11,0.055,0
408,Poker night with friends,3,2.8,94,142,2022-01-13,1.0,0.0,2.0,3.0,0.0,2.0,319.0,0.0,4.0,3.0,0.0186,12,0.075,0
409,Call with Yong Hoon,5,3.2,87,113,2022-01-14,1.0,0.0,3.0,3.0,0.0,3.0,206.0,0.0,4.0,3.0,0.3113,14,0.118,0
410,Bills game,4,2.6,108,120,2022-01-15,1.0,0.0,2.0,2.0,0.0,2.0,130.0,0.0,3.0,4.0,0.4113,9,0.133,0
411,Ice Skating with friends,3,2.2,102,289,2022-01-16,0.0,5.0,2.0,2.0,0.0,2.0,215.0,0.0,4.0,1.0,0.2473,12,0.075,0
412,Career Crossroad,9,3.8,92,240,2022-01-17,0.0,15.0,4.0,4.0,0.0,4.0,120.0,0.0,3.0,4.0,0.6356,11,0.246,0
413,Early morning ,12,3.8,103,152,2022-01-18,0.0,15.0,4.0,4.0,0.0,3.0,-155.0,0.0,5.0,3.0,0.8447,14,0.283,0
414,Not mentally in the game,6,2.0,55,300,2022-01-19,0.0,0.0,2.0,2.0,0.0,2.0,90.0,0.0,2.0,2.0,0.4569,12,0.15,0
415,Finished Website,7,3.2,81,180,2022-01-20,1.0,0.0,3.0,3.0,0.0,3.0,1.0,0.0,4.0,3.0,0.5214,12,0.175,0
416,Poker night,2,2.6,111,240,2022-01-21,1.0,0.0,2.0,3.0,0.0,2.0,60.0,0.0,4.0,2.0,0.3579,10,0.06,0
417,Over Tech Consumption,0,1.2,82,392,2022-01-22,0.0,0.0,1.0,1.0,0.0,1.0,60.0,0.0,2.0,1.0,0.2811,10,0.0,0
418,Not a Nice page,9,3.0,104,182,2022-01-23,0.0,15.0,2.0,3.0,0.0,3.0,107.0,0.0,4.0,3.0,0.6107,13,0.208,0
419,Last supper with Imteaz,6,2.4,87,369,2022-01-24,0.0,0.0,2.0,3.0,0.0,2.0,-75.0,0.0,3.0,2.0,0.5161,10,0.18,0
420,Dinner with friends,8,3.2,128,219,2022-01-25,0.0,15.0,3.0,4.0,0.0,2.0,-70.0,0.0,4.0,3.0,0.6698,11,0.218,0
421,Spring Semester begins,10,4.0,126,149,2022-01-26,0.0,15.0,4.0,4.0,0.0,3.0,60.0,0.0,5.0,4.0,0.6767,13,0.231,0
422,Busy adjustment,16,4.2,126,139,2022-01-27,0.0,0.0,4.0,4.0,0.0,5.0,-60.0,0.0,4.0,4.0,0.6747,19,0.278,0
423,Ski trip,11,4.2,148,133,2022-01-28,1.0,15.0,4.0,4.0,0.0,4.0,-85.0,0.0,5.0,4.0,0.718,14,0.259,0
424,Procrastination,13,4.0,108,153,2022-02-01,0.0,10.0,4.0,4.0,0.0,5.0,-20.0,0.0,3.0,4.0,0.6916,17,0.252,
425,Misconduct,10,2.4,123,224,2022-02-02,0.0,0.0,2.0,2.0,0.0,3.0,-30.0,0.0,3.0,2.0,0.5634,15,0.22,
426,Dinner for Sam,11,3.0,123,282,2022-02-03,1.0,15.0,3.0,3.0,0.0,3.0,0.0,0.0,4.0,2.0,0.644,14,0.259,
427,Snow day and Poker night,4,1.8,144,360,2022-02-04,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,0.3586,12,0.1,
428,Media day,0,1.0,100,520,2022-02-05,0.0,0.0,1.0,1.0,0.0,1.0,-15.0,0.0,1.0,1.0,0.2539,12,0.0,
429,Need to wake up,2,2.0,95,223,2022-02-06,1.0,0.0,1.0,2.0,0.0,2.0,-20.0,0.0,3.0,2.0,0.3636,13,0.046,
430,Another Monday,12,3.6,138,205,2022-02-07,0.0,15.0,4.0,4.0,0.0,3.0,60.0,0.0,4.0,3.0,0.6699,16,0.248,
431,Nice to be back,13,3.8,94,131,2022-02-08,0.0,10.0,3.0,4.0,0.0,4.0,-60.0,0.0,4.0,4.0,0.7289,16,0.268,
432,Hard working day,17,4.8,146,120,2022-02-09,0.0,15.0,5.0,5.0,17.0,4.0,-60.0,0.0,5.0,5.0,0.8529,18,0.312,
433,Bitsgap baggage found,11,3.0,116,213,2022-02-10,0.0,15.0,2.0,3.0,15.0,3.0,-60.0,0.0,4.0,3.0,0.7613,14,0.259,
434,Poker night,12,3.4,131,173,2022-02-11,1.0,15.0,3.0,4.0,14.0,3.0,-11.0,0.0,4.0,3.0,0.7163,16,0.248,
435,Just like this,12,4.0,49,213,2022-02-12,0.0,15.0,4.0,5.0,32.0,4.0,20.0,0.0,4.0,3.0,0.8314,14,0.283,
436,Super Bowl,9,3.8,84,171,2022-02-13,1.0,15.0,4.0,4.0,29.0,4.0,60.0,0.0,4.0,3.0,0.7223,12,0.225,
437,Moving forward with GoHealth ,15,3.8,107,121,2022-02-14,0.0,15.0,3.0,4.0,18.0,5.0,11.0,0.0,3.0,4.0,0.7911,19,0.261,
438,Break,11,2.4,110,189,2022-02-15,0.0,15.0,2.0,3.0,15.0,2.0,-40.0,0.0,3.0,2.0,0.7101,17,0.214,
439,Not very real analysis,14,3.2,94,164,2022-02-16,0.0,15.0,3.0,3.0,21.0,3.0,-5.0,0.0,4.0,3.0,0.8285,15,0.308,
440,Bad Luck,12,2.2,76,155,2022-02-17,0.0,15.0,2.0,2.0,17.0,2.0,-40.0,0.0,2.0,3.0,0.7507,17,0.233,
441,Pokerless night,8,2.2,60,310,2022-02-18,1.0,0.0,2.0,2.0,0.0,2.0,-5.0,0.0,3.0,2.0,0.4725,16,0.165,
442,Need more efficiency,12,3.8,41,108,2022-02-19,0.0,15.0,4.0,4.0,39.0,3.0,100.0,0.0,4.0,4.0,0.798,16,0.248,
443,Toasted Brain,13,2.6,52,180,2022-02-20,0.0,15.0,3.0,3.0,21.0,2.0,30.0,0.0,3.0,2.0,0.7586,18,0.238,
444,Pathrise Contemplation,15,4.4,81,100,2022-02-21,0.0,15.0,5.0,5.0,16.0,4.0,0.0,0.0,4.0,4.0,0.8588,16,0.309,
445,Tutoring via zoom,13,3.4,79,182,2022-02-22,0.0,10.0,3.0,3.0,0.0,4.0,-30.0,0.0,4.0,3.0,0.7434,14,0.306,
446,Data Analytics and Real Analysis Exam,7,3.8,126,138,2022-02-23,0.0,5.0,4.0,4.0,0.0,4.0,-25.0,0.0,4.0,3.0,0.5701,13,0.162,Busy-Exam-Study
447,DANL Group Project,12,3.0,107,184,2022-02-24,0.0,15.0,3.0,3.0,0.0,3.0,-15.0,0.0,4.0,2.0,0.6799,17,0.233,Data Analytics-Study-Trey
448,Poker night,9,3.0,149,232,2022-02-25,1.0,15.0,3.0,3.0,0.0,2.0,30.0,0.0,4.0,3.0,0.5704,16,0.186,Drink-Netflix-Poker
449,Down,2,1.0,93,231,2022-02-26,1.0,0.0,1.0,1.0,0.0,1.0,50.0,0.0,1.0,1.0,0.3391,14,0.047,Drink-Netflix-Youtube
450,Better,10,3.2,64,186,2022-02-27,0.0,0.0,3.0,3.0,0.0,3.0,180.0,0.0,3.0,4.0,0.4581,16,0.206,Frustration-Home-Study
451,Just like today,16,4.4,123,162,2022-02-28,0.0,15.0,4.0,5.0,10.0,5.0,22.0,0.0,4.0,4.0,0.7849,19,0.278,Productive-Study-Tutor
452,Pathrise Contract Begins,15,3.8,81,195,2022-03-01,0.0,15.0,4.0,4.0,15.0,4.0,-40.0,0.0,4.0,3.0,0.7969,18,0.275,Pathrise-Tired-Tutor
453,Feeling Good,16,3.2,111,131,2022-03-02,0.0,15.0,3.0,3.0,0.0,3.0,-27.0,0.0,3.0,4.0,0.7283,20,0.264,Busy-Project-Statistics
454,Mediocre,16,3.2,106,179,2022-03-03,0.0,15.0,3.0,4.0,0.0,3.0,-72.0,0.0,4.0,2.0,0.7349,20,0.264,Busy-Overwhelmed-Tired
455,Poker night,12,4.6,132,103,2022-03-04,1.0,5.0,4.0,4.0,0.0,5.0,82.0,0.0,5.0,5.0,0.6496,14,0.283,Drink-Friends-Poker
456,Statistics Project,12,2.6,49,244,2022-03-05,1.0,10.0,2.0,3.0,0.0,2.0,60.0,0.0,4.0,2.0,0.5819,19,0.208,Drink-Home-Relax
457,3 hours spent for DANL 310 ,6,3.8,45,105,2022-03-06,0.0,5.0,4.0,3.0,0.0,3.0,45.0,0.0,4.0,5.0,0.5676,15,0.132,Frustration-Overwhelmed-Study
458,Successful tutoring session,15,4.2,66,131,2022-03-07,0.0,5.0,3.0,4.0,0.0,4.0,60.0,0.0,5.0,5.0,0.6951,18,0.275,Busy-Study-Tutor
459,Study day,13,3.0,88,174,2022-03-08,0.0,0.0,3.0,3.0,0.0,3.0,-35.0,0.0,4.0,2.0,0.6459,16,0.268,Busy-Home-Study
460,Just a phase,12,3.0,103,79,2022-03-09,0.0,0.0,2.0,2.0,0.0,4.0,20.0,0.0,2.0,5.0,0.6554,15,0.264,Frustration-Overwhelmed-Study
461,Grind before the break,10,3.6,78,210,2022-03-10,0.0,0.0,4.0,4.0,0.0,4.0,-40.0,0.0,3.0,3.0,0.5865,16,0.206,Exam-Real Analysis-Study
462,Korean BBQ,7,3.8,98,212,2022-03-11,1.0,0.0,4.0,4.0,0.0,4.0,-15.0,0.0,5.0,2.0,0.5495,10,0.21,Break-Drink-Poker
463,The laziest day,0,1.0,40,600,2022-03-12,1.0,0.0,1.0,1.0,0.0,1.0,75.0,0.0,1.0,1.0,0.1997,10,0.0,Break-Lazy-Movies
464,Make it count,4,2.4,51,187,2022-03-13,0.0,15.0,2.0,3.0,31.0,2.0,225.0,0.0,3.0,2.0,0.4443,11,0.109,Break-Home-Movies
465,Time wasted,0,1.0,37,497,2022-03-14,1.0,0.0,1.0,1.0,0.0,1.0,120.0,0.0,1.0,1.0,0.194,10,0.0,Drink-Netflix-Technology
466,No Phone Policy,2,1.6,31,39,2022-03-15,1.0,0.0,2.0,2.0,0.0,1.0,120.0,0.0,2.0,1.0,0.3852,10,0.06,Home-Relax-Technology
467,CPR,2,2.0,65,243,2022-03-16,0.0,0.0,2.0,2.0,0.0,2.0,120.0,0.0,2.0,2.0,0.36,9,0.067,Movies-Project-Technology
468,Procrastination ,7,3.2,79,155,2022-03-17,0.0,15.0,3.0,2.0,0.0,3.0,222.0,0.0,3.0,3.0,0.4332,13,0.162,Home-Pathrise-Project
469,2nd Adams project,5,2.6,70,221,2022-03-18,0.0,15.0,3.0,2.0,16.0,2.0,150.0,0.0,3.0,3.0,0.5261,13,0.116,Friends-Movies-Project
470,Rising to the surface,9,3.4,40,312,2022-03-19,0.0,15.0,3.0,4.0,0.0,4.0,150.0,0.0,4.0,2.0,0.5637,14,0.212,Home-Project-Study
471,Not satisfied,10,2.6,60,248,2022-03-20,0.0,15.0,2.0,3.0,23.0,2.0,85.0,0.0,4.0,2.0,0.7276,12,0.25,Home-Study-Technology
472,Ready Set,11,3.0,69,278,2022-03-21,0.0,0.0,3.0,3.0,0.0,3.0,120.0,0.0,4.0,2.0,0.509,17,0.214,Project-Social-Study
473,Missed Class for the first time,7,2.0,70,222,2022-03-22,0.0,15.0,1.0,2.0,0.0,2.0,208.0,0.0,3.0,2.0,0.4307,14,0.165,Lethargic-Real Analysis-Tired
474,Your boy is back,14,4.4,78,111,2022-03-23,0.0,15.0,4.0,5.0,0.0,5.0,85.0,0.0,4.0,4.0,0.7532,16,0.289,Productive-Project-Statistics
475,Vocabulary Algorithm,14,4.6,62,177,2022-03-24,0.0,15.0,5.0,5.0,0.0,5.0,-30.0,0.0,5.0,3.0,0.7948,15,0.308,Happy-Productive-Python
476,Said No,12,4.0,71,93,2022-03-25,0.0,15.0,4.0,4.0,0.0,4.0,30.0,0.0,5.0,3.0,0.7684,13,0.277,Crypto-Real Analysis-Study
477,Saturday,8,1.8,48,178,2022-03-26,0.0,15.0,2.0,2.0,11.0,1.0,60.0,0.0,2.0,2.0,0.6523,16,0.165,Lazy-Movies-Relax
478,Disappointment ,2,2.8,82,85,2022-03-27,0.0,0.0,3.0,2.0,0.0,3.0,180.0,0.0,3.0,3.0,0.3223,11,0.055,Headache-Real Analysis-Study
479,Right back up,9,1.8,76,172,2022-03-28,0.0,0.0,2.0,2.0,0.0,2.0,-68.0,0.0,2.0,1.0,0.5789,15,0.198,Frustration-Lazy-Overwhelmed
480,Not enough,12,3.4,50,184,2022-03-29,0.0,15.0,3.0,4.0,0.0,3.0,6.0,0.0,4.0,3.0,0.7197,16,0.248,Frustration-Study-Work Search
481,Take off,16,5.0,102,131,2022-03-30,0.0,15.0,5.0,5.0,0.0,5.0,-2.0,0.0,5.0,5.0,0.797,17,0.311,Productive-Satisfied-Study
482,Unmotivated,9,2.4,70,256,2022-04-01,0.0,0.0,2.0,2.0,0.0,2.0,10.0,0.0,4.0,2.0,0.5182,14,0.219,['Facetime'-'Technology'-'Unmotivated']
483,Lethargic,4,1.4,42,132,2022-04-02,0.0,15.0,1.0,1.0,0.0,2.0,165.0,0.0,1.0,2.0,0.4319,8,0.163,['Unmotivated'-'Lethargic'-'Study']
484,Bombed Unreasonable Statistics Exam,8,3.2,58,119,2022-04-03,0.0,0.0,3.0,3.0,0.0,3.0,48.0,0.0,4.0,3.0,0.5407,12,0.227,['Study'-'Exam'-'Social']
485,Coding Day,8,3.6,68,79,2022-04-04,0.0,0.0,3.0,4.0,0.0,4.0,3.0,0.0,4.0,3.0,0.5558,15,0.181,['Github'-'Coding'-'Exam']
486,Great day ahead,8,2.8,53,193,2022-04-05,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,3.0,2.0,0.5304,14,0.194,['Project'-'Coding'-'Break']
487,Priorities,13,3.8,112,194,2022-04-06,0.0,15.0,4.0,4.0,18.0,4.0,30.0,0.0,4.0,3.0,0.7894,15,0.295,['Statistics'-'Busy'-'instagram']
488,Respect yourself then you will respect others,14,4.4,55,184,2022-04-07,0.0,15.0,5.0,5.0,14.0,4.0,-35.0,0.0,5.0,3.0,0.8951,15,0.317,['Proud'-'Happy'-'Social']
489,Osaka,12,3.8,128,191,2022-04-08,1.0,15.0,4.0,4.0,0.0,4.0,26.0,0.0,4.0,3.0,0.6874,14,0.292,['Poker'-'Friends'-'Break']
490,SpaceX,7,2.8,104,250,2022-04-09,0.0,0.0,3.0,3.0,0.0,2.0,180.0,0.0,4.0,2.0,0.3378,12,0.198,['Movies'-'Project'-'Relax']
491,ALL IS FINISHED,14,4.8,69,161,2022-04-10,0.0,15.0,5.0,5.0,18.0,5.0,60.0,0.0,5.0,4.0,0.8207,15,0.317,['Productive'-'Grind'-'Proud']
492,On the Come Up,18,4.8,83,125,2022-04-11,0.0,15.0,5.0,5.0,14.0,5.0,61.0,0.0,5.0,4.0,0.8387,18,0.34,['Productive'-'Coding'-'Happy']
493,Streaks,19,4.2,83,178,2022-04-12,0.0,15.0,4.0,5.0,15.0,5.0,-30.0,0.0,4.0,3.0,0.9056,19,0.34,['Productive'-'Coding'-'Social']
494,On a roll ,16,4.8,107,93,2022-04-13,0.0,15.0,5.0,5.0,11.0,5.0,20.0,0.0,5.0,4.0,0.8564,17,0.32,['Statistics'-'Coding'-'Productive']
495,Bump,14,3.0,70,150,2022-04-14,0.0,15.0,3.0,3.0,0.0,3.0,-31.0,0.0,4.0,2.0,0.751,18,0.265,['Headache'-'Tired'-'Overwhelmed']
496,Dinner with Emine,11,3.6,142,136,2022-04-15,1.0,15.0,4.0,3.0,17.0,3.0,10.0,0.0,4.0,4.0,0.7348,15,0.249,['Drink'-'Social'-'Tired']
497,Making stops,2,1.4,53,314,2022-04-16,0.0,0.0,2.0,1.0,0.0,2.0,105.0,0.0,1.0,1.0,0.2247,13,0.052,['Lazy'-'Tired'-'Hungover']
498,Reconciliation ,14,3.4,47,227,2022-04-17,0.0,15.0,3.0,4.0,13.0,3.0,100.0,0.0,5.0,2.0,0.7515,14,0.34,['Coding'-'Technology'-'Facetime']
499,Growing,14,4.4,85,84,2022-04-18,0.0,15.0,4.0,5.0,14.0,4.0,0.0,0.0,5.0,4.0,0.8582,16,0.298,['Social'-'Tutor'-'Coding']
500,Month left until the end zone,13,3.0,94,164,2022-04-19,0.0,11.0,2.0,3.0,0.0,3.0,-10.0,0.0,4.0,3.0,0.704,16,0.276,['Tired'-'Frustration'-'Work Search']
501,Catch me if you can,10,2.6,78,130,2022-04-20,0.0,15.0,2.0,3.0,11.0,2.0,60.0,0.0,4.0,2.0,0.7251,12,0.283,['Movies'-'Project'-'Lazy']
502,Great Day Presentation,6,3.2,72,101,2022-04-21,0.0,0.0,4.0,4.0,0.0,2.0,30.0,0.0,4.0,2.0,0.5296,10,0.196,[]
503,Brooksource,6,3.6,88,140,2022-04-22,1.0,0.0,3.0,4.0,0.0,2.0,150.0,0.0,5.0,4.0,0.3621,11,0.178,['Drink'-'Poker'-'Social']
504,Real Analysis loop,9,2.8,82,158,2022-04-23,0.0,15.0,2.0,3.0,18.0,3.0,69.0,0.0,4.0,2.0,0.7028,12,0.255,['Real Analysis'-'SQL'-'Technology']
505,81 Degrees,1,1.6,43,221,2022-04-24,0.0,0.0,1.0,1.0,0.0,1.0,150.0,0.0,4.0,1.0,0.1911,10,0.033,['Social'-'Movies'-'Lazy']
