Entity,Year,Unsafe water source,Unsafe sanitation,No access to handwashing facility,Household air pollution from solid fuels,Non-exclusive breastfeeding,Discontinued breastfeeding,Child wasting,Child stunting,Low birth weight for gestation,Secondhand smoke,Alcohol use,Drug use,Diet low in fruits,Diet low in vegetables,Unsafe sex,Low physical activity,High fasting plasma glucose,High total cholesterol,High body-mass index,High systolic blood pressure,Smoking,Iron deficiency,Vitamin A deficiency,Low bone mineral density,Air pollution,Outdoor air pollution,Diet high in sodium,Diet low in whole grains,Diet low in nuts and seeds
Niger,2014,18753.1071,14744.27269,12242.74285,12652.48656,3490.029454,320.1381465,27157.72158,6991.380262,10674.87998,1057.652996,971.3910166,222.6529256,2481.634524,1460.247291,3085.418387,586.5597089,5161.108049,,2253.76797,7602.26718,1412.636848,984.9109657,7197.429891,244.3767249,14703.492,2132.89,702.6673455,2425.610239,1114.357542
Niger,2015,18469.98443,14538.7043,12103.47952,12271.81835,3490.116396,311.9323739,26975.3137,6901.561581,10742.92284,1093.600912,984.8629718,226.3875006,2586.549452,1542.832398,3021.370419,625.9347558,5470.083353,,2355.785732,7965.329067,1481.341199,990.0735752,7152.358748,255.1474702,15068.61171,2882.59,737.8581977,2546.545976,1195.538186
Niger,2016,18632.46392,14663.09659,12238.15485,12537.72377,3554.972944,312.554451,27283.17551,6906.037166,10831.88363,1136.303375,1008.406875,227.4948308,2699.549711,1616.799614,2839.916398,656.8862017,5774.026419,2652.020037,2461.252825,8332.342658,1551.571547,999.8935116,7194.802274,263.7470125,15445.18258,2997.37,773.8178314,2661.283929,1254.701831
Niger,2017,18585.64401,14623.78297,12166.54542,12318.90686,3550.993099,305.7451028,26844.36562,6808.821371,10822.83981,1150.032596,1035.589003,227.6265635,2796.463934,1677.715413,2632.953615,682.9954735,6050.774368,,2552.110244,8654.136772,1614.269819,1008.54527,7263.800332,274.7603471,15427.92877,3203.47,806.3081218,2757.392674,1299.417252
Nigeria,1990,169670.2851,126861.0082,116008.0788,92793.42814,36855.56034,4023.754959,294042.552,98391.67309,91392.70638,14054.10233,49970.08354,2216.388189,12823.09873,10412.29849,12212.14275,5044.692037,25267.18225,10537.19885,13853.46986,51613.49343,17117.54585,5225.855317,91504.90519,2178.635794,127506.0183,35221.8,3564.83802,15666.53473,8078.575456
Nigeria,1991,173876.9882,129876.1577,118564.9735,93533.21535,38861.93404,4019.660372,297993.6468,99730.6449,95634.53575,14136.33925,52553.47839,2747.131123,13048.97911,10513.25965,16207.13552,5140.047328,26357.38371,,14848.36979,52315.73832,17328.49547,5382.244561,91632.90992,2217.459388,129111.0692,36080.16,3582.538923,15896.04662,8254.240143
Nigeria,1992,165863.1634,123777.2369,114912.6034,94061.9191,37069.71738,3803.484091,292327.4139,98790.28011,100078.3656,14214.24401,55413.71192,3464.023321,13297.40679,10630.62424,21707.99124,5247.347674,27544.52352,,15885.4779,53149.75708,17575.21979,5577.656109,88582.19588,2283.883955,130470.3817,36900.51,3611.117134,16167.33004,8446.523982
Nigeria,1993,163178.0088,121670.3371,114013.5504,94656.92271,37033.41906,3701.961583,291462.5165,99244.8523,104588.8438,14265.8354,57948.16121,4380.22997,13466.76538,10683.70772,28853.91029,5332.384126,28631.35176,,16829.29198,53725.86669,17748.69174,5724.151321,87401.50935,2306.670237,131704.0752,37525.93,3627.943072,16356.76633,8596.197813
Nigeria,1994,162400.0535,120981.9942,114211.4474,95766.07588,37471.28221,3659.641219,292706.6846,100319.6715,108726.3714,14347.58608,60118.28449,5525.408512,13625.91849,10733.64155,37786.48009,5421.335886,29715.75016,,17785.0413,54356.43048,17885.23471,5907.298198,86894.97518,2334.965322,133259.7421,37957.92,3653.191616,16560.05957,8749.047472
Nigeria,1995,161494.7049,120190.0665,114341.6759,96808.51105,37855.37284,3640.995921,293930.3889,101535.6028,112747.3956,14423.71803,62515.82914,6888.153955,13787.40965,10781.21966,48401.82762,5509.107852,30759.19809,12769.9538,18720.68447,54951.04242,18026.35515,5983.517403,86762.47876,2376.21657,134701.5299,38340.76,3670.975607,16768.47667,8913.757517
Nigeria,1996,161415.7492,120015.4649,114658.432,96624.02189,38246.59838,3672.342891,294762.2499,102903.7561,116534.6431,14393.07112,64287.71592,8446.029093,13990.82751,10878.89806,60553.35296,5621.954839,31765.1561,,19771.01961,57034.91742,18036.98875,6159.164502,86906.15315,2424.020586,136046.0633,39851.92,3737.192442,17068.50354,9119.030686
Nigeria,1997,159132.9836,118238.9694,113830.6842,96654.64891,37947.95971,3665.254446,293418.2784,104114.9361,119505.4441,14294.24356,66014.50333,10162.68758,14188.80026,10968.28204,73928.24823,5728.767931,32839.61672,,20911.98991,59076.09161,17981.5565,6277.835973,86394.25323,2451.025881,137053.8044,40810.96,3806.762198,17356.88605,9314.084568
Nigeria,1998,159367.7101,118367.4977,114268.9095,97039.98556,38106.18095,3717.275067,294345.2605,106218.3084,122858.9053,14181.61635,67397.94847,11974.01157,14383.52706,11048.66797,87955.20244,5822.513706,33834.49654,,22018.62966,61001.91675,17911.78889,6469.970479,86761.22261,2499.033424,137888.6561,41246.08,3873.699686,17618.50383,9496.766599
Nigeria,1999,163940.2335,121744.3845,116876.5213,96914.8209,39007.54222,3848.631628,298867.1511,109145.8399,125629.6829,14104.47426,68637.98335,13831.35946,14648.52735,11199.21242,102135.1431,5928.127441,34761.63829,,23091.2727,62862.89255,17833.89229,6544.524458,88194.26314,2487.838109,138156.3084,41632.54,3923.606357,17963.91714,9743.882364
Nigeria,2000,164641.6836,122307.9863,117608.7942,97876.06094,39081.44219,3849.341113,299106.6603,110282.6626,129641.161,14152.17113,69808.52893,15651.1809,14962.61206,11369.90731,115921.6543,6026.703217,35553.40359,16088.69683,23983.6777,64669.59213,17852.30994,6642.307744,87941.9849,2545.572505,138915.8707,41432.65,3948.256716,18356.74966,9990.645461
Nigeria,2001,168195.9669,124991.2152,119111.1922,96116.62667,39869.6536,3866.855592,298983.2633,110554.0574,131280.8185,13966.25313,69296.95283,17310.52707,14913.91775,11240.45328,129054.4333,5989.283977,35595.89139,,24147.93034,64939.00402,17514.31207,6643.990971,87629.50645,2527.809139,137596.1169,41874.63,3888.049962,18267.01889,9946.751844
Nigeria,2002,171955.7382,127817.6021,120740.1663,94601.78875,40775.29264,3873.075876,298438.1699,110520.595,133579.2836,13816.84711,68168.31087,18678.22817,14892.50494,11150.43049,141061.1603,5974.29075,35648.18411,,24311.39123,65254.5915,17114.21143,6709.022112,86272.01697,2559.05343,136053.6694,41849.28,3845.296374,18239.49411,9922.540741
Nigeria,2003,173915.5225,129297.8867,121258.1681,92588.68975,41340.68052,3830.525688,295360.7709,109272.8638,135239.5111,13590.97726,67000.98475,19742.46565,14687.99965,10913.14129,151599.5938,5892.580868,35371.59826,,24200.45343,64858.78537,16581.07579,6625.210581,83502.11209,2547.569245,133412.1132,41220.13,3778.269817,17984.15051,9741.818376
Nigeria,2004,176213.4888,130958.7669,121862.8867,90587.23965,41928.72187,3816.784383,292248.9461,107743.1779,135873.2221,13350.87987,65751.19849,20513.69403,14380.97077,10608.46249,159680.1133,5802.964332,34956.25781,,23987.83617,64245.24039,15958.38274,6568.291762,80653.21805,2552.501133,130254.3055,40062.16,3781.489608,17664.53102,9469.029554
Nigeria,2005,177076.2893,131477.0856,121550.6867,87949.58841,42231.52415,3802.171194,286517.0673,105069.0026,136126.258,13056.23071,62937.65511,21127.43845,13997.24799,10271.33334,165281.5016,5704.254678,34426.57002,16333.4279,23620.64774,63415.39832,15304.79097,6466.31371,77660.04005,2571.403487,126154.4881,38595.18,3805.55558,17285.00743,9155.348438
Nigeria,2006,187519.6921,139061.0972,127316.2384,86987.63369,44346.42501,4111.721273,285489.0639,96405.31094,136467.7949,13165.22953,60289.18515,21664.92263,13743.68113,10028.85272,168940.2865,5640.773604,34283.62975,16136.68959,23277.97789,62899.27079,14801.69316,6463.103165,67773.46503,2592.150298,126736.4735,40139.58,3860.368284,17027.28988,8907.14618
Nigeria,2007,192949.6144,142495.8878,129745.2028,84845.39743,45365.41458,4353.131718,281427.4076,89169.71247,136490.385,13099.17907,56435.86309,22016.2845,13534.76231,9830.634577,171115.2125,5605.208658,34309.61517,,22743.24778,62635.89353,14301.06869,6487.490484,62545.05323,2628.149382,125044.1779,40590.36,3936.317293,16831.43883,8668.826129
Nigeria,2008,193828.0881,142379.6021,129059.1798,80662.39984,45465.13902,4523.811898,273792.7985,83215.57556,135201.3566,12774.10829,52057.91995,22126.13934,13322.0342,9643.231461,171438.9452,5562.61771,34312.51469,,22048.88379,62671.88684,13803.6116,6397.080574,60918.49765,2601.39035,120210.1933,39937.77,4003.136861,16593.13623,8438.547731
Nigeria,2009,199585.0398,145520.1201,131458.627,78400.30643,46376.70837,4811.48847,274779.5102,79595.0171,133819.3249,12688.72277,48564.99101,22081.48056,13305.06479,9596.414206,170327.3542,5581.065289,34683.39269,,21680.81678,63398.87252,13490.93137,6445.586139,60603.2879,2619.593024,117556.3334,39547.42,4115.7867,16570.59089,8311.001611
Nigeria,2010,202850.4779,146404.9329,132420.5426,76222.92448,46716.84183,5008.059925,274556.8416,77484.8354,132735.0966,12571.06446,46454.75183,21955.00049,13387.7366,9629.259189,168564.1014,5636.878076,35278.99685,15131.84084,21660.08355,64199.73744,13322.40882,6442.415979,61561.96166,2654.177664,114466.8598,38639.43,4256.661312,16680.02505,8240.277271
Nigeria,2011,179041.6211,127556.1022,119888.4128,74916.24655,43749.27364,4361.23028,252800.5165,72491.35628,131525.4033,12564.20653,44815.75102,21874.57936,13536.6665,9731.455285,166808.2772,5713.872742,36031.9051,,21817.30696,65479.05856,13195.51642,6293.096372,58046.72425,2692.045855,112521.2897,38007.36,4415.398232,16848.48316,8216.296852
Nigeria,2012,161968.6344,113429.087,110931.4826,71970.74498,41164.4,3967.44427,235153.6135,66630.33104,130299.9746,12649.96218,43138.0506,21617.36594,13825.07444,9954.879557,163123.9547,5861.156544,37209.95928,,22206.0129,67220.32813,13134.95722,6143.157272,52979.16727,2749.110071,112388.274,40834.28,4609.957598,17215.04261,8312.126717
Nigeria,2013,145442.8542,99752.35764,102001.21,71702.86445,38117.59195,3476.446778,219104.6697,61865.03951,127658.0749,12691.42811,41957.85567,21180.02535,14198.38248,10210.37665,157537.1367,6009.264948,38585.39643,,22679.03949,68987.56378,13111.76971,5984.305917,49260.80087,2822.370008,109684.3989,38407.67,4765.127815,17636.43071,8407.83806
Nigeria,2014,132801.6102,88840.09263,95706.85379,71398.6062,35514.58803,2891.035134,207899.2487,57481.06198,127241.4301,12999.31666,41319.14604,20899.10238,14704.36946,10571.78089,152875.509,6220.450333,40392.61046,,23403.1602,71516.62868,13205.8154,5983.104011,45111.78675,2899.38477,110316.0805,39361.2,4962.236906,18235.95757,8625.718723
Nigeria,2015,121580.445,79060.14938,89810.59951,65034.90544,33017.52051,2312.344746,198571.9748,54084.1917,124887.0152,13244.58798,40155.49091,20811.57146,15213.12927,11037.04868,149781.1076,6513.056922,42351.27327,,24164.51634,74119.64879,13336.93163,5989.210499,42198.10325,2969.019029,114528.5321,49970.15,5162.548822,18946.6137,9035.36573
Nigeria,2016,117190.8517,74543.37512,87957.43132,65962.72724,32061.60429,2003.403333,195833.1635,51653.67286,122116.5159,13710.48897,39790.44027,20641.57916,15832.70523,11475.66651,145754.399,6737.823934,44433.24662,16788.98966,25126.61988,77010.35992,13460.21968,6046.470727,39414.51517,3049.685784,115807.0186,50340.12,5367.460868,19681.72404,9328.106174
Nigeria,2017,116192.2561,72650.04621,86843.92095,64226.19331,31456.88661,1889.72316,189924.2335,49125.42463,119824.1247,13792.60484,39517.06615,20350.10968,16276.45163,11810.61593,140844.8009,6916.512176,46112.11769,,25869.46454,79218.91495,13479.00976,6057.358077,38201.77865,3118.159753,114114.7351,50401.07,5519.306369,20224.0243,9565.279039
North Africa and Middle East,1990,93720.76294,76337.34755,46169.26442,76275.16659,41250.80318,3225.307209,201106.0991,58199.09806,208021.1532,72678.07505,22154.85471,6605.111243,89797.47291,51846.34387,4493.361595,65567.66299,230203.6624,186152.1045,194388.9032,406802.2742,200177.9677,7054.879451,67647.52226,5646.609533,215624.8379,140993.3,46914.53213,157452.5183,108406.3242
North Africa and Middle East,1991,87386.17201,70978.82987,43434.4222,73602.1051,38538.97087,2978.426658,191193.2136,55127.54552,202370.3831,71834.17742,22572.88039,7004.515788,91280.07052,52911.94477,4684.553605,67189.46059,236232.9079,,203016.0187,416364.8493,205257.5574,6936.272543,63105.0665,5774.933552,215721.9103,143803.04,47912.24442,160952.2486,110736.8466
North Africa and Middle East,1992,82490.5398,66754.52425,41500.30495,72708.41294,36437.49987,2772.981152,183302.2355,53072.12254,200505.4482,71132.87181,23443.29651,7410.060124,92626.98528,54061.6933,4916.506052,68650.79382,241851.7809,,210875.0061,425179.1933,209397.7975,6955.416177,60062.04094,5867.992177,216562.7329,145571.8,48839.70609,164164.5163,112839.8945
North Africa and Middle East,1993,80894.66674,65100.93689,41351.62894,74460.42438,35615.47566,2643.481676,180528.6916,52522.30326,201149.5501,71400.96663,24537.21615,7872.19435,94727.56766,55330.75617,5187.876302,70718.35378,249788.965,,220762.983,437563.9636,215168.0073,6980.282683,58642.47822,6028.220645,221408.7796,148713.31,50144.74789,168757.5924,116028.3994
North Africa and Middle East,1994,78408.28113,62769.24702,40851.42577,76092.32401,34396.69128,2502.113759,178423.9665,52469.33761,198855.0257,71449.75145,25092.58835,8366.021678,96545.58318,56296.33873,5456.386327,72463.05513,256414.9072,,229431.7443,448038.7399,220197.6673,6833.037952,57550.31949,6166.843184,225066.3827,150782.71,51254.18157,172551.1678,118754.3863
North Africa and Middle East,1995,76564.26688,61027.22588,40255.69174,76097.06333,33140.62948,2384.316216,174680.6377,51719.6902,196308.0109,71009.84979,25562.73456,8834.787705,97303.58702,56872.7053,5732.650155,73549.01333,260736.6168,223166.3258,235399.5096,454681.7018,222485.4797,6660.503072,56062.85265,6249.267556,225505.6799,151236.96,52129.02543,174834.1234,120188.5248
North Africa and Middle East,1996,72027.80771,57175.66731,38413.42514,74758.03979,31127.48268,2202.861908,166321.3601,50217.22367,191939.5708,70308.04889,25896.06124,9293.73699,98125.88668,57264.97467,6004.477471,74871.50921,266297.5977,,242543.4487,462279.409,223850.6975,6570.840325,54150.11592,6362.890582,226225.5703,153323.42,53101.69557,177591.575,122010.5099
North Africa and Middle East,1997,69313.28369,54789.1467,37271.94456,73672.80099,29754.31591,2086.799709,159450.4772,48509.80859,188531.6137,70206.39173,26569.89514,9868.991153,99276.91325,57665.70098,6304.955491,76538.58121,273210.8525,,251040.1452,472263.9124,226990.7812,6471.401698,51581.17696,6514.282188,228082.4508,156305.73,54286.85598,181144.0757,124416.0473
North Africa and Middle East,1998,66654.78798,52593.76073,36054.12549,72276.88043,28497.90919,1981.0763,152914.5716,46974.63588,185117.4683,69428.75145,26778.1692,10344.84396,98904.80469,57259.28608,6568.632591,77389.95336,276747.7204,,255784.5014,476733.6696,227651.8179,6325.603149,49517.75396,6616.869429,227627.9893,157274.89,54838.45136,182422.4736,125153.1172
North Africa and Middle East,1999,64224.2227,50723.24326,34941.2313,70711.79969,27263.70842,1881.553533,146193.9531,44895.8415,180850.2094,68853.79457,27716.70293,10943.66723,99390.88801,56845.01537,6869.64219,78413.7158,281232.9944,,261206.8249,482965.5036,229114.5054,6117.753002,46780.79342,6715.51227,227386.8215,158634.14,55649.81442,183969.2089,125946.1112
North Africa and Middle East,2000,60315.91491,47668.05466,33087.98969,67490.96784,25482.04092,1732.828563,137558.9837,42655.53348,174959.5372,67205.81114,26640.15216,11545.45554,98535.94561,56078.56126,7123.452822,78778.92136,283538.098,243894.7114,262850.4209,484657.1962,228177.7292,5874.244206,44306.44427,6789.926145,223197.0022,157678.54,55754.70952,183553.3541,125263.1199
North Africa and Middle East,2001,56613.43425,44788.4389,31411.87042,65017.18587,24006.87486,1582.880459,129303.1673,40461.17236,171584.5147,66774.3778,26534.90426,12115.78033,98875.0161,55599.40296,7437.14042,80352.33051,291059.5106,,269214.6307,492952.7158,230645.7092,5666.207122,42235.23233,6942.636359,224018.5493,161030.26,56622.62385,185887.8341,126900.1324
North Africa and Middle East,2002,53604.11247,42433.428,29942.89181,62285.98392,22715.66341,1466.306465,121820.0192,38017.47105,167600.8697,66384.80983,26419.89322,12809.55044,99532.92188,55367.6359,7773.98438,82077.87489,301296.2462,,276949.628,503497.8382,233709.4719,5584.412809,39925.74599,7172.151275,224604.8322,164405.31,57776.95573,188805.1168,128787.4717
North Africa and Middle East,2003,52293.28904,41549.98324,29772.83569,62296.62927,21934.48405,1380.158408,115891.2427,33460.91543,166332.2449,66391.13203,26474.63816,13514.92095,99721.80703,55022.63139,8079.38207,83234.92724,310633.5299,,283355.7201,512140.696,236605.6797,5465.740337,33461.83927,7403.143142,227720.6328,167588.18,58628.14122,190856.4006,129518.2332
North Africa and Middle East,2004,49735.27989,39583.18682,28664.72222,60843.28531,20611.76376,1288.606936,109650.1061,30585.05781,161022.4032,65905.15548,26316.61485,14581.08054,99874.27892,54559.6281,8374.685813,84091.81221,319086.0442,,288875.7702,519005.536,238477.9097,5305.829754,29801.71437,7560.963774,227985.3518,169371.24,59754.22017,192242.6531,129731.7189
North Africa and Middle East,2005,47490.41295,37861.04875,27663.28965,58887.60269,19277.68639,1209.38793,102271.4754,27604.76242,157256.249,65819.20886,26530.72101,15457.44166,99816.97882,54127.02075,8713.109954,85495.51197,328851.0168,270466.5195,296267.6923,528307.7748,242719.9714,5211.872467,26213.07971,7740.997565,228644.8171,172069.26,61071.69553,194707.2744,130596.788
North Africa and Middle East,2006,44623.27864,35502.35933,26256.92647,56429.22265,18019.14649,1123.623719,96072.69181,25701.78444,152819.2429,65865.96042,26523.09163,16275.65831,99691.85633,53688.4314,9064.04566,87175.42451,339346.7207,274394.8027,304835.0778,539223.2202,247836.1391,5015.659625,24385.67699,8017.805546,230935.9127,176922.14,62552.12341,197485.9697,131808.8115
North Africa and Middle East,2007,42540.51138,33650.37773,24992.24803,53111.66468,17032.60039,1076.261838,90538.2164,23688.10577,146876.8009,65390.45659,26010.9281,17199.02608,98726.38432,53213.8437,9393.490522,88245.71766,347859.3292,,311484.9286,546396.3311,249994.224,4850.939249,22408.22046,8150.316349,230743.8829,180120.97,63603.64319,198735.7826,131773.5985
North Africa and Middle East,2008,40160.92156,31469.95737,23527.19668,50393.37276,16169.74716,1024.757107,85495.21195,22529.33973,143337.5125,65502.47249,25579.37363,18235.43049,98656.01282,53027.57589,9742.349153,90086.91985,359712.837,,322212.3179,557899.6198,254611.3795,4726.21341,21941.14724,8346.056222,232353.1231,184544.07,65193.43741,201911.9514,133291.0564
North Africa and Middle East,2009,38003.56677,29363.34162,22243.82224,47865.11496,15509.13335,980.567502,81304.53483,21505.08372,139426.1278,66520.87863,25762.19696,19303.36486,100326.2411,53023.52287,10139.36984,92777.7878,375275.6136,,337235.0864,574958.3087,263477.1304,4592.574944,21430.5604,8601.996789,236439.7489,191295.45,67511.73793,207179.8454,136121.5922
North Africa and Middle East,2010,35705.89445,27119.06699,20906.91928,45661.61812,14758.79854,933.3430247,76790.85374,19912.01821,133873.507,67092.39242,25726.20761,20192.76106,100531.1833,53033.98302,10501.9979,94943.09671,388164.8259,293450.2778,348990.0716,587490.6896,268830.023,4410.43667,19951.48317,8790.725873,238644.5371,195801.73,69718.16202,211068.8832,138071.4045
North Africa and Middle East,2011,33385.53544,24899.7047,19630.43386,43222.31481,14040.1981,882.4356853,72530.14745,18743.5376,127494.28,67183.62116,25937.57653,21002.96103,100276.0398,53165.08731,10877.63484,96576.19325,398362.8489,,358405.4902,598416.0381,273785.2739,4251.111278,19028.33791,9002.889558,238248.868,197903.61,71662.78166,213997.9399,139363.0295
North Africa and Middle East,2012,30818.57242,22572.18551,18376.51851,41448.49918,13047.0603,809.5153273,67470.16245,17398.81815,120869.2467,67569.77246,26128.52625,21741.4424,100686.87,53538.62656,11263.5919,98601.73328,410173.424,,369778.3388,611461.2978,277881.7352,4129.392845,17855.82417,9191.655372,240718.3912,202241.66,73727.75178,217738.3908,141596.2864
North Africa and Middle East,2013,28907.9755,20769.16314,17475.72904,40428.13097,12282.57051,760.855083,63182.08733,15495.64418,115854.3603,67857.4839,26336.68806,22476.38284,101206.4943,54330.98658,11548.50451,100732.1658,421810.283,,379391.7247,623153.7683,282268.0369,3996.631842,15583.37094,9427.801454,244039.1896,206674.19,75569.70526,221349.4713,143565.3356
North Africa and Middle East,2014,26934.31056,19006.5813,16551.06284,39440.04477,11434.63211,709.9643252,58541.2741,13873.09995,111231.7258,68625.54182,26649.32572,23022.66667,103242.1907,55435.40637,11791.75597,103492.4752,437026.538,,392415.9181,639211.6608,287741.9512,3882.179646,13746.73901,9750.063214,247339.227,211073.85,77793.28923,226597.3011,146662.0731
North Africa and Middle East,2015,25176.27205,17585.5151,15641.35178,37181.2983,10954.88619,672.126881,55884.1557,13131.08897,106077.1704,69877.73079,26910.75388,23165.61161,105148.5576,56771.32289,12042.25881,106763.869,454545.4636,,407437.904,656926.5585,293716.2578,3781.071705,13077.74481,10056.92525,257518.2563,223669.57,80113.67909,232857.9638,151041.937
North Africa and Middle East,2016,23673.38552,16326.9836,14857.33007,36618.56809,10048.94021,630.6278735,51158.75654,11597.10429,99499.68942,70233.98305,27162.38787,24048.9583,107100.0315,58200.97602,12222.57312,109465.1956,470273.7488,337099.976,420690.0576,672214.3678,298255.9827,3683.258304,11685.01243,10224.73747,259836.7089,226624.59,82156.03929,238111.9931,154308.8865
North Africa and Middle East,2017,23986.20419,16401.72849,14856.7548,35915.42216,9864.333802,643.9358538,49459.69164,10980.27116,95034.72947,71124.32634,27504.91646,24826.20043,109430.7761,59922.69128,12124.41355,112596.9115,487095.4768,,435633.2461,689635.536,303889.0579,3624.986788,11547.02027,10395.87095,264283.0447,231869.84,84526.65885,244425.7462,158233.683
North America,1990,76.0767307,79.80901992,501.0202149,1003.119845,269.7407235,17.443427,2208.79678,53.82248416,15718.04879,39271.36355,31491.09298,26268.09199,78277.8155,81625.53685,30787.7179,87146.76861,268005.5324,326880.0132,274084.1926,533695.3626,608228.83,82.77548589,33.6113349,8852.268461,112829.8738,113487.27,63826.93122,149855.8644,138273.5472
North America,1991,80.99290989,83.89797173,513.0166838,978.5202839,255.2944391,18.02596452,2223.933174,50.22090605,14914.01065,38724.34367,31286.83637,27707.45885,77854.10938,80443.47748,34853.38509,87384.49846,264752.1227,,278263.1411,533347.2933,595710.4442,80.33656999,31.79955083,9052.180845,113887.5429,114637.93,63151.44366,149326.8278,136569.6883
North America,1992,86.43644188,87.96249399,521.4002974,945.4042345,240.5978636,18.18767426,2244.270749,46.46813202,14070.13255,37921.3352,30844.68922,29106.87616,76979.33977,78921.31378,38378.4247,87135.93478,261287.635,,281101.2253,527168.5776,580491.1592,77.30691387,30.30022178,9225.99243,114096.7417,114930.68,62193.49477,148136.8578,134238.2454
North America,1993,96.87819223,96.99035079,547.9036911,946.2240105,240.5374801,19.31462399,2364.276661,45.29301698,13713.45671,38280.1146,31066.63072,31265.8399,78766.2548,80380.01997,41971.37651,89859.30454,267350.9231,,293160.6907,538831.385,582376.9615,76.76041918,30.69324008,9716.562856,118128.7669,119075.23,63301.70196,152267.5151,136612.4423
North America,1994,106.8012449,105.3315187,562.1840862,919.9505903,233.2709952,20.36779899,2436.663342,42.54520227,13214.3433,37670.25539,31073.36113,32892.56026,78855.23,79853.54676,45918.99999,90284.69353,268764.7117,,299102.87,537947.6061,572388.7383,76.41621122,30.24489839,10080.51259,119078.2098,120109.82,63098.60315,152658.7035,134967.5216
North America,1995,118.3924852,114.4119199,579.7839077,893.4604882,219.9292844,20.76458129,2537.64768,38.63737483,12412.9518,37347.56639,31405.89628,34224.25734,79159.31008,80182.25926,46558.59496,91239.62127,273996.297,319831.2601,307357.3758,542046.5025,568453.6261,72.12478356,28.64571831,10530.41233,120844.3552,121974.45,67927.36005,154189.4368,134847.308
North America,1996,132.7301397,125.8039544,592.9733702,862.9676488,219.9889146,22.11261635,2671.380441,37.24623268,11937.16127,36338.70755,31538.96658,33563.48718,78261.83952,79460.39698,36407.05998,90745.35438,277507.8669,,311671.8025,538958.6303,556678.5054,73.18758298,28.39589086,10986.47483,121626.1401,122842.44,71779.18738,153354.8534,132566.3123
North America,1997,157.8919194,147.8777515,609.9957543,844.711859,231.5389086,24.67478257,2848.868373,37.24150677,11870.70226,35319.50074,32265.22056,32744.30633,77372.16877,78847.89036,23876.03457,90211.28915,282331.325,,316359.333,535892.0458,546001.8153,79.00235762,29.14434369,11403.48755,122394.7728,123691.03,75533.13448,152579.6531,130200.2275
North America,1998,190.7786902,176.5138597,630.3795018,823.9222042,246.6741711,28.15017915,3053.411575,37.3965308,11947.27536,34456.67646,32888.62513,33566.10467,76959.96473,78743.7351,20754.42654,90238.55962,289795.9437,,322849.3552,536065.3288,539722.8851,76.64533086,30.22113115,11918.35681,123747.7625,125143.92,79584.96997,152605.9628,128485.4771
North America,1999,250.255788,228.990618,643.1002449,808.8305229,257.7910072,32.1477823,3288.064571,36.42143241,11958.77012,33876.60589,33690.27607,35512.58669,78304.37998,79731.18883,21855.69874,91247.62301,300045.3974,,332688.2817,541505.9568,538670.7482,89.04090451,31.17676093,12520.48902,126032.9103,127556.46,84251.57849,154269.5043,126996.6382
North America,2000,305.7419067,276.026647,658.2665786,781.9913615,265.1322743,34.84873999,3425.124057,35.48829157,11876.65351,32949.38684,36046.59376,37476.85915,78180.68697,79428.21441,21367.71704,90589.96041,305857.9843,298043.71,338543.9604,536422.6084,533078.1008,92.39282831,31.74868404,13034.15793,126177.8798,127777.99,86630.19683,153535.0934,124728.0782
North America,2001,325.4173163,325.7999569,664.0047434,755.3587358,272.0917541,37.27871021,3492.629163,35.06036634,11674.39411,31985.11855,39723.08062,39850.98473,78549.38641,79295.97685,21034.90165,89582.74598,313347.8923,,344825.7763,531557.4686,528874.0846,99.15907793,32.75726885,13762.21702,127321.5892,129015.63,88835.48269,152815.6493,122538.7778
North America,2002,353.3817959,393.548853,681.8066187,733.2952832,291.4146985,40.66362087,3577.285155,35.93518451,11862.23239,30892.91851,44313.39706,42705.25852,79327.07207,78997.62725,20945.23018,87847.38042,322465.9421,,350702.0481,524258.6889,525742.753,99.22306912,34.68644709,14436.45203,128221.9136,130001.42,90245.58929,151650.3082,120275.6471
North America,2003,378.0372349,468.6446427,700.4636767,708.9476961,306.5720835,43.89706795,3597.318286,36.67684779,11959.75923,29660.27649,49160.07231,45242.5142,79631.55531,78070.22779,20679.08824,85405.95326,330764.7393,,354998.2785,513859.4382,520385.4711,120.2302096,36.45478369,15092.7001,128194.4967,130052.74,91042.96746,149476.709,117166.1036
North America,2004,397.0584967,544.3902933,712.0655909,667.2807189,310.3284408,46.28893221,3558.167613,36.27534219,11763.99303,28000.5534,53137.99845,47066.31694,78453.64455,75355.04208,20029.15694,81278.11447,332465.8759,,352013.2603,491634.2752,506355.6427,134.6393117,37.51979265,15493.76999,125147.9765,127041.34,89677.25512,143841.2696,111449.1703
North America,2005,420.9301324,639.6633568,746.5386745,659.8435419,324.2603248,49.46635758,3672.917449,37.47487872,11992.57892,27623.8038,57757.01632,50544.61675,79746.98145,75284.86723,19716.82724,80408.60537,343829.639,261673.0964,359361.1217,485915.9417,506542.9133,147.9464597,39.83389964,16364.05359,126049.3205,128035.68,91216.81906,143336.5837,110062.9014
North America,2006,448.5179749,722.9609615,769.6687897,645.1327533,322.1351645,50.68530512,3701.223956,37.25679484,12018.65405,26966.8433,60829.98452,53389.10652,79607.58947,73763.23186,19337.49363,78432.91406,352865.9318,253493.9069,360820.451,473120.4814,497984.7235,149.977449,40.90653393,17046.95674,125089.1622,127124.82,91078.75478,140174.49,106859.9151
